2.817046677943986777e-01,7.909747215535864462e-02,-4.406189676602993988e-01,1.193683049905025911e-01,1.771861936609445687e-01,-4.623888017300131770e-01
2.817065586428298962e-01,7.910247531228210838e-02,-4.397186634204237055e-01,1.193683049905025911e-01,1.767419375809168025e-01,-4.623888017300277764e-01
2.817065586427640045e-01,7.888242482230364838e-02,-4.397194633914812134e-01,1.193683049905025911e-01,1.770594369454487338e-01,-4.623888017300277764e-01
2.817065586428292856e-01,7.828634772892424654e-02,-4.397186657448928782e-01,1.193683049905025911e-01,1.764757030940825588e-01,-4.623888017300277764e-01
2.817046677943986777e-01,7.909747215535864462e-02,-4.406189676602993988e-01,1.193683049905025911e-01,1.771861936609445687e-01,-4.623888017300131770e-01
2.817065468349105317e-01,7.902244165986309354e-02,-4.397563865718868148e-01,1.193683049905025911e-01,1.771854811562968701e-01,-4.623888017300277764e-01
2.817065586428297297e-01,7.875864204511741351e-02,-4.397186871935495622e-01,1.193683049905025911e-01,1.762000024418877153e-01,-4.623888017300277764e-01
2.817053941871406897e-01,7.848122666647007473e-02,-4.402352259729739314e-01,1.193683049905026050e-01,1.771863045532445780e-01,-4.623888017300277764e-01
2.817047626228539881e-01,7.911235366762042753e-02,-4.397924780484100959e-01,1.193683049905026466e-01,1.771863045203464770e-01,-4.623888017300309961e-01
2.817065586428298962e-01,7.905958833678979059e-02,-4.397186646441910707e-01,1.193683049905025911e-01,1.771863044574767676e-01,-4.623888017300277764e-01
2.817065586428298962e-01,7.871584600476150273e-02,-4.397186715823177550e-01,1.193683049905025911e-01,1.770393559066098799e-01,-4.623888017300277764e-01
2.817065586428298962e-01,7.905958833678979059e-02,-4.397186646441910707e-01,1.193683049905025911e-01,1.771863044574767676e-01,-4.623888017300277764e-01
2.817065586428293411e-01,7.857955447943375249e-02,-4.397187042664897350e-01,1.193683049905025911e-01,1.768608129606483170e-01,-4.623888017300277764e-01
2.814556818791590365e-01,7.910257217323402035e-02,-4.424865439372934195e-01,1.193683049905025911e-01,1.771862704439248204e-01,-4.623888017296274855e-01
2.817065586428298962e-01,7.911494920138570364e-02,-4.397186633998078631e-01,1.193683049905025911e-01,1.771863045581669183e-01,-4.623888017300277764e-01
2.817065586428298962e-01,7.911494920138177622e-02,-4.397186633998078631e-01,1.193683049905025911e-01,1.771863045581735796e-01,-4.623888017300277764e-01
2.817065586428298962e-01,7.911494728096719886e-02,-4.397186633998078631e-01,1.193683049905025911e-01,1.771862469358043146e-01,-4.623888017300277764e-01
2.817065586428220136e-01,7.811064788045808671e-02,-4.397187384522395215e-01,1.193683049905025911e-01,1.768264356275917881e-01,-4.623888017300277764e-01
2.816792184667181731e-01,7.911468771381367782e-02,-4.397371045598889583e-01,1.193683049905025911e-01,1.771857617566812704e-01,-4.623888016730139938e-01
2.817065586428217361e-01,7.820526747131095746e-02,-4.397186768117088418e-01,1.193683049905025911e-01,1.769479338593714368e-01,-4.623888017300277764e-01
2.817065586427346391e-01,7.911489759276553457e-02,-4.397186634000106453e-01,1.193683049905025911e-01,1.771743627905708607e-01,-4.623888017300277764e-01
2.817065586428298962e-01,7.903831653369111643e-02,-4.397186634106104441e-01,1.193683049905025911e-01,1.767708216307959102e-01,-4.623888017300277764e-01
2.817064465326600264e-01,7.910062716545955552e-02,-4.403458798185033163e-01,1.193683049905025911e-01,1.771857386465943707e-01,-4.623888017300064601e-01
2.817065586428298962e-01,7.911401407132619135e-02,-4.397194978856198144e-01,1.193683049905025911e-01,1.771825738078281198e-01,-4.623888017300264441e-01
2.817052581022775892e-01,7.905454373985576488e-02,-4.397189264630416150e-01,1.193683049905025911e-01,1.771862988618500834e-01,-4.623888017300277764e-01
2.811612749735869499e-01,7.898822591457001219e-02,-4.433239531718856652e-01,1.193683049905058663e-01,1.771863038234279819e-01,-4.623888017299701558e-01
2.817064831458291896e-01,7.911477341564725208e-02,-4.397208689185149733e-01,1.193683052185202514e-01,1.771863046577481227e-01,-4.623887965991769766e-01
2.817064465326600264e-01,7.910062716545955552e-02,-4.403458798185033163e-01,1.193683049905025911e-01,1.771857386465943707e-01,-4.623888017300064601e-01
2.817033856496206634e-01,7.883398286720944004e-02,-4.398079141594837815e-01,1.193683049905025911e-01,1.771862625456245843e-01,-4.623888017300277764e-01
2.817059920665919703e-01,7.911295872484451486e-02,-4.397522439931251248e-01,1.193683049907659915e-01,1.771863045323644192e-01,-4.623888017254335625e-01
2.817065586428298962e-01,7.868226690704051285e-02,-4.397186635819312905e-01,1.193683049905025911e-01,1.771854555668885278e-01,-4.623888017300277764e-01
2.814939745765638324e-01,7.905198606427379926e-02,-4.397199873711474805e-01,1.193683049905025911e-01,1.771863044632890627e-01,-4.623888017300277764e-01
2.817065586428298962e-01,7.909303805911140073e-02,-4.397186633998777516e-01,1.193683049905025911e-01,1.771863045581464624e-01,-4.623888017300277764e-01
2.817065586428298962e-01,7.911494910802166491e-02,-4.397186634086621693e-01,1.193683049905025911e-01,1.767639099161967264e-01,-4.623888017300277764e-01
2.817065586424820633e-01,7.894720709597456698e-02,-4.397206868371190125e-01,1.193683049905025911e-01,1.770938995669807392e-01,-4.623888017300277764e-01
2.816889270457119121e-01,7.911491365959535949e-02,-4.397186742749130128e-01,1.193683049905331917e-01,1.771863040371774445e-01,-4.623888015352816128e-01
2.817062385345792674e-01,7.911494208721185639e-02,-4.397187622085295677e-01,1.193683049923561640e-01,1.771863045461676833e-01,-4.623887991174089329e-01
2.812605804591449266e-01,7.898953733683909684e-02,-4.402231487830952639e-01,1.193683049905025911e-01,1.771863024786526908e-01,-4.623888017300277764e-01
2.816302227754776122e-01,7.911413591924872091e-02,-4.398812734224093468e-01,1.193683049909285004e-01,1.771863043832376805e-01,-4.623888015892199665e-01
2.817065586428298962e-01,7.911383403493757460e-02,-4.397209576437568490e-01,1.193683049905025911e-01,1.771862857762736554e-01,-4.623888017300277764e-01
2.817065586428298962e-01,7.911383403493757460e-02,-4.397209576437568490e-01,1.193683049905025911e-01,1.771862857762736554e-01,-4.623888017300277764e-01
2.817065583186458833e-01,7.771176314262681628e-02,-4.397197168963954406e-01,1.193683049905025911e-01,1.771798092727148444e-01,-4.623888017300277764e-01
2.817065458470358053e-01,7.911304492733221838e-02,-4.397203191840364234e-01,1.193683049918015521e-01,1.771863045569552486e-01,-4.623888017278267037e-01
2.816152341055430663e-01,7.910970263371587541e-02,-4.398680581239218790e-01,1.193683049905029936e-01,1.771863043912516866e-01,-4.623888017297099751e-01
2.817064978160139233e-01,7.911467439632342835e-02,-4.397217153816090907e-01,1.193683052182128029e-01,1.771863046948363440e-01,-4.623887992626080079e-01
2.817065586428298962e-01,7.911492564817246276e-02,-4.403063764659685964e-01,1.193683049905025911e-01,1.771036039685021657e-01,-4.623888017300277764e-01
2.817065586428298962e-01,7.796379030316143155e-02,-4.397186633998079186e-01,1.193683049905025911e-01,1.771863045580715501e-01,-4.623888017300277764e-01
2.817062635348082100e-01,7.904146449753970960e-02,-4.397670562469375710e-01,1.193683049905025911e-01,1.771859513167231004e-01,-4.623888017300277764e-01
2.817063052454127359e-01,7.911430399989134721e-02,-4.397290927438266550e-01,1.193683052095673158e-01,1.771863044974735513e-01,-4.623887999468354049e-01
2.817065586428298962e-01,7.910456026263987250e-02,-4.397186634059042643e-01,1.193683049905025911e-01,1.771863045417555460e-01,-4.623888017300277764e-01
2.794166515031246689e-01,7.911486279027689361e-02,-4.398271910849734234e-01,1.193683049905057691e-01,1.771862655333478753e-01,-4.623888001898733280e-01
2.817061385761651104e-01,7.911123680925960522e-02,-4.397412495218519513e-01,1.193683049922686923e-01,1.771863045289857330e-01,-4.623888017226571168e-01
2.817061082878232203e-01,7.911434399710225163e-02,-4.397233687545526459e-01,1.193683049983190886e-01,1.771863045154003502e-01,-4.623888015686710151e-01
2.817065586428298962e-01,7.911421498836691824e-02,-4.397186633998078631e-01,1.193683049905025911e-01,1.771863045579388507e-01,-4.623888017300277764e-01
2.817065586428298962e-01,7.911494519326062180e-02,-4.397186633998228511e-01,1.193683049905025911e-01,1.770806524299418927e-01,-4.623888017300277764e-01
2.817064943188743453e-01,7.911084610694038566e-02,-4.397187047319505160e-01,1.193683049905025911e-01,1.771862693464934524e-01,-4.623888017300277764e-01
2.817065482080049477e-01,7.911486091134721510e-02,-4.397188561391887074e-01,1.193683050402357948e-01,1.771863051962181690e-01,-4.623888000177516222e-01
2.817065586428298962e-01,7.911494920138366360e-02,-4.397186633998078631e-01,1.193683049905025911e-01,1.771861128469383040e-01,-4.623888017300277764e-01
2.817065586425270274e-01,7.822736638103529316e-02,-4.397188264474333752e-01,1.193683049905025911e-01,1.771538980220657422e-01,-4.623888017300277764e-01
2.817065586392743515e-01,7.911340357841285809e-02,-4.399156986049637674e-01,1.193683049905025911e-01,1.771158177426097879e-01,-4.623888017300150644e-01
2.817065586414232436e-01,7.843455490128008190e-02,-4.397186728986947624e-01,1.193683049905025911e-01,1.771488970068896274e-01,-4.623888017300277764e-01
2.817065586428298962e-01,7.764722296523481060e-02,-4.397186633998081962e-01,1.193683049905025911e-01,1.771863045580202300e-01,-4.623888017300277764e-01
2.817056193735987257e-01,7.908321448206082072e-02,-4.398999331697464599e-01,1.193683049905025911e-01,1.771862565015714097e-01,-4.623888017300277764e-01
2.817065586428107449e-01,7.907673006728610510e-02,-4.397207429416479796e-01,1.193683049905025911e-01,1.769555527619159352e-01,-4.623888017300277764e-01
2.817065547585276830e-01,7.911493472493064116e-02,-4.397186648201305004e-01,1.193683050371901061e-01,1.771863066149954591e-01,-4.623887997453305365e-01
2.817065547585276830e-01,7.911493472493064116e-02,-4.397186648201305004e-01,1.193683050371901061e-01,1.771863066149954591e-01,-4.623887997453305365e-01
2.817065401940531677e-01,7.909609649449966806e-02,-4.398507135173652660e-01,1.193683049905025911e-01,1.771855257751970836e-01,-4.623888017300237241e-01
2.817063897139952533e-01,7.911465599751349442e-02,-4.397241327750232576e-01,1.193683049952462688e-01,1.771863045537658277e-01,-4.623888016050374805e-01
2.817065586428242341e-01,7.911346953627357292e-02,-4.397186634025893603e-01,1.193683049905025911e-01,1.771699428154575318e-01,-4.623888017300277764e-01
2.817047302228737893e-01,7.911375090732696014e-02,-4.397419737022256747e-01,1.193683049905148869e-01,1.771863045421437632e-01,-4.623888017284983332e-01
2.806948008006549533e-01,7.824765552930801338e-02,-4.400167272733159773e-01,1.193683049905025911e-01,1.771863040399402900e-01,-4.623888017300277764e-01
2.817065586428298962e-01,7.879804967379790137e-02,-4.397186634003842909e-01,1.193683049905025911e-01,1.771863044073911098e-01,-4.623888017300277764e-01
2.817065586428298962e-01,7.833402674559976353e-02,-4.397186634001296612e-01,1.193683049905025911e-01,1.771863039456971767e-01,-4.623888017300277764e-01
2.817065584407697498e-01,7.909951456871053277e-02,-4.397828137027526840e-01,1.193683049905025911e-01,1.771624412902157719e-01,-4.623888017300232800e-01
