42.786349,120.154727,1
15.103554,124.596655,1
59.113765,160.380532,1
0.965595,167.281459,-1
70.459553,14.474496,-1
53.609530,144.118125,1
15.788338,116.205814,-1
21.959730,95.506363,-1
83.139219,20.370056,-1
95.383259,91.159105,1
49.740609,70.213456,-1
95.426825,117.397732,-1
75.134979,42.741041,-1
64.150260,30.386454,-1
71.045052,79.193850,-1
19.307472,43.507959,1
65.132449,127.301830,-1
78.986716,197.095369,-1
49.642284,88.517068,-1
93.421508,111.100625,1
67.148257,108.747257,-1
23.515017,151.445230,1
75.294050,81.144679,-1
22.559272,148.214136,1
73.689686,119.113332,1
16.516612,34.199424,1
46.195988,141.025956,-1
60.356265,149.960891,-1
48.615653,57.526081,1
8.992740,9.762271,1
14.403800,2.810903,1
9.610085,147.696805,-1
14.328681,135.034815,1
21.643319,188.768288,-1
59.446068,169.155988,1
84.870696,116.333533,1
1.109000,79.154859,-1
84.543903,62.376118,-1
88.544346,184.058657,-1
95.295383,181.388682,1
24.890485,101.457642,1
38.195124,126.912977,1
55.518460,157.207483,1
67.903895,127.000691,-1
77.101073,28.681689,-1
71.683495,28.755064,-1
48.158653,100.018801,1
8.356040,10.385771,1
59.667018,167.755843,1
50.786903,185.391470,-1
57.562346,129.589002,-1
48.358441,41.006303,1
1.847867,119.737745,-1
94.157847,168.237059,-1
15.525485,162.803031,1
5.232777,184.951227,-1
13.776021,76.900949,1
27.303527,12.024845,1
34.766836,19.866660,-1
29.191911,61.983743,-1
26.944311,170.361109,1
43.294388,124.454493,1
17.122403,2.189523,1
13.870303,141.252861,-1
16.985560,69.318557,-1
13.845577,116.968469,-1
37.655497,12.041583,1
52.171405,44.482908,1
46.579497,159.229067,1
40.227266,145.935456,-1
66.509833,168.213542,1
84.091441,109.882063,-1
73.460287,185.226458,-1
66.694450,90.200304,-1
40.813626,7.200122,1
81.140244,196.621974,1
2.984881,90.933390,1
9.770412,6.804010,-1
10.179635,61.468315,-1
72.486660,155.132595,1
1.544492,113.046129,1
47.059697,58.921516,-1
41.141925,65.151691,-1
21.316975,110.271608,-1
63.268492,190.443875,-1
33.456715,194.464857,1
39.408449,55.462357,-1
89.516691,92.718544,1
66.178555,143.858529,1
45.359226,110.993378,-1
98.794992,57.132292,1
31.796075,140.318000,-1
17.721136,141.718454,-1
70.570768,78.444059,-1
29.070317,185.131292,-1
67.997283,177.422282,1
94.420116,64.834875,-1
50.151791,58.912994,-1
24.101896,23.536548,-1
77.301669,41.411774,-1
